,season,team,conference,statName,statValue,SeasonTeam
0,2005,Arkansas,SEC,possessionTime,11802,2005 Arkansas
1,2015,Arkansas,SEC,penaltyYards,477,2015 Arkansas
2,2009,Arkansas,SEC,possessionTime,14300,2009 Arkansas
3,2021,Arkansas,SEC,fourthDownConversions,12,2021 Arkansas
4,2018,Arkansas,SEC,puntReturns,9,2018 Arkansas
6,2020,Arkansas,SEC,thirdDownConversions,46,2020 Arkansas
7,2006,Arkansas,SEC,interceptions,18,2006 Arkansas
8,2008,Arkansas,SEC,rushingTDs,13,2008 Arkansas
9,2011,Arkansas,SEC,kickReturnTDs,2,2011 Arkansas
10,2007,Arkansas,SEC,penaltyYards,707,2007 Arkansas
11,2017,Arkansas,SEC,penalties,58,2017 Arkansas
12,2013,Arkansas,SEC,penaltyYards,461,2013 Arkansas
13,2012,Arkansas,SEC,thirdDownConversions,58,2012 Arkansas
14,2012,Arkansas,SEC,penalties,72,2012 Arkansas
16,2007,Arkansas,SEC,interceptions,11,2007 Arkansas
17,2011,Arkansas,SEC,fumblesLost,15,2011 Arkansas
18,2021,Arkansas,SEC,kickReturnYards,310,2021 Arkansas
19,2010,Arkansas,SEC,kickReturnYards,1047,2010 Arkansas
20,2018,Arkansas,SEC,kickReturns,23,2018 Arkansas
21,2022,Arkansas,SEC,passAttempts,154,2022 Arkansas
22,2010,Arkansas,SEC,fourthDownConversions,9,2010 Arkansas
23,2013,Arkansas,SEC,rushingTDs,14,2013 Arkansas
25,2017,Arkansas,SEC,totalYards,4481,2017 Arkansas
26,2012,Arkansas,SEC,firstDowns,253,2012 Arkansas
28,2013,Arkansas,SEC,passesIntercepted,8,2013 Arkansas
29,2013,Arkansas,SEC,thirdDowns,156,2013 Arkansas
30,2019,Arkansas,SEC,passingTDs,14,2019 Arkansas
31,2010,Arkansas,SEC,puntReturnTDs,1,2010 Arkansas
32,2008,Arkansas,SEC,puntReturns,29,2008 Arkansas
33,2013,Arkansas,SEC,netPassingYards,1782,2013 Arkansas
34,2014,Arkansas,SEC,netPassingYards,2444,2014 Arkansas
36,2006,Arkansas,SEC,puntReturnTDs,0,2006 Arkansas
38,2019,Arkansas,SEC,puntReturnTDs,0,2019 Arkansas
39,2021,Arkansas,SEC,tacklesForLoss,79,2021 Arkansas
40,2007,Arkansas,SEC,rushingAttempts,625,2007 Arkansas
41,2014,Arkansas,SEC,interceptionTDs,1,2014 Arkansas
42,2008,Arkansas,SEC,totalYards,4079,2008 Arkansas
43,2018,Arkansas,SEC,sacks,26,2018 Arkansas
44,2006,Arkansas,SEC,possessionTime,15263,2006 Arkansas
45,2010,Arkansas,SEC,possessionTime,14331,2010 Arkansas
46,2019,Arkansas,SEC,thirdDownConversions,55,2019 Arkansas
47,2018,Arkansas,SEC,penaltyYards,606,2018 Arkansas
48,2018,Arkansas,SEC,passingTDs,17,2018 Arkansas
49,2005,Arkansas,SEC,passingTDs,13,2005 Arkansas
50,2013,Arkansas,SEC,kickReturnTDs,0,2013 Arkansas
51,2021,Arkansas,SEC,totalYards,5742,2021 Arkansas
52,2018,Arkansas,SEC,netPassingYards,2301,2018 Arkansas
53,2022,Arkansas,SEC,puntReturnTDs,1,2022 Arkansas
54,2013,Arkansas,SEC,fumblesRecovered,6,2013 Arkansas
55,2004,Arkansas,SEC,passingTDs,3,2004 Arkansas
57,2011,Arkansas,SEC,interceptions,7,2011 Arkansas
58,2018,Arkansas,SEC,kickReturnYards,530,2018 Arkansas
59,2008,Arkansas,SEC,thirdDowns,171,2008 Arkansas
62,2015,Arkansas,SEC,kickReturnYards,782,2015 Arkansas
63,2014,Arkansas,SEC,puntReturnTDs,0,2014 Arkansas
64,2007,Arkansas,SEC,passCompletions,179,2007 Arkansas
65,2008,Arkansas,SEC,fourthDownConversions,12,2008 Arkansas
66,2005,Arkansas,SEC,fourthDowns,25,2005 Arkansas
67,2021,Arkansas,SEC,fourthDowns,19,2021 Arkansas
72,2014,Arkansas,SEC,passCompletions,199,2014 Arkansas
73,2018,Arkansas,SEC,games,12,2018 Arkansas
74,2009,Arkansas,SEC,puntReturns,38,2009 Arkansas
75,2004,Arkansas,SEC,fourthDownConversions,7,2004 Arkansas
78,2019,Arkansas,SEC,puntReturns,14,2019 Arkansas
79,2004,Arkansas,SEC,fumblesRecovered,12,2004 Arkansas
80,2010,Arkansas,SEC,kickReturns,54,2010 Arkansas
81,2019,Arkansas,SEC,interceptions,15,2019 Arkansas
82,2009,Arkansas,SEC,interceptions,9,2009 Arkansas
84,2016,Arkansas,SEC,passesIntercepted,10,2016 Arkansas
85,2006,Arkansas,SEC,passingTDs,23,2006 Arkansas
86,2019,Arkansas,SEC,interceptionYards,60,2019 Arkansas
87,2015,Arkansas,SEC,interceptionYards,80,2015 Arkansas
88,2012,Arkansas,SEC,fourthDowns,18,2012 Arkansas
89,2013,Arkansas,SEC,puntReturnTDs,0,2013 Arkansas
90,2004,Arkansas,SEC,thirdDowns,159,2004 Arkansas
92,2016,Arkansas,SEC,sacks,26,2016 Arkansas
93,2009,Arkansas,SEC,netPassingYards,4010,2009 Arkansas
94,2004,Arkansas,SEC,thirdDownConversions,69,2004 Arkansas
96,2013,Arkansas,SEC,fourthDownConversions,7,2013 Arkansas
97,2010,Arkansas,SEC,passAttempts,465,2010 Arkansas
99,2020,Arkansas,SEC,sacks,14,2020 Arkansas
100,2021,Arkansas,SEC,interceptionTDs,0,2021 Arkansas
101,2016,Arkansas,SEC,rushingTDs,21,2016 Arkansas
102,2005,Arkansas,SEC,puntReturnYards,287,2005 Arkansas
103,2008,Arkansas,SEC,games,12,2008 Arkansas
105,2008,Arkansas,SEC,firstDowns,226,2008 Arkansas
106,2006,Arkansas,SEC,rushingYards,3199,2006 Arkansas
108,2014,Arkansas,SEC,possessionTime,26599,2014 Arkansas
109,2021,Arkansas,SEC,thirdDownConversions,64,2021 Arkansas
110,2022,Arkansas,SEC,games,12,2022 Arkansas
111,2015,Arkansas,SEC,totalYards,6051,2015 Arkansas
112,2018,Arkansas,SEC,interceptions,18,2018 Arkansas
113,2011,Arkansas,SEC,penalties,80,2011 Arkansas
114,2021,Arkansas,SEC,puntReturnTDs,1,2021 Arkansas
115,2010,Arkansas,SEC,penalties,103,2010 Arkansas
116,2018,Arkansas,SEC,puntReturnTDs,0,2018 Arkansas
117,2016,Arkansas,SEC,passingTDs,26,2016 Arkansas
118,2016,Arkansas,SEC,rushingAttempts,517,2016 Arkansas
120,2020,Arkansas,SEC,tacklesForLoss,50,2020 Arkansas
123,2018,Arkansas,SEC,turnovers,26,2018 Arkansas
124,2016,Arkansas,SEC,turnovers,25,2016 Arkansas
125,2022,Arkansas,SEC,thirdDowns,93,2022 Arkansas
126,2022,Arkansas,SEC,passCompletions,94,2022 Arkansas
127,2008,Arkansas,SEC,interceptionYards,138,2008 Arkansas
130,2013,Arkansas,SEC,fumblesLost,12,2013 Arkansas
131,2011,Arkansas,SEC,thirdDownConversions,78,2011 Arkansas
132,2017,Arkansas,SEC,puntReturns,4,2017 Arkansas
134,2020,Arkansas,SEC,possessionTime,15171,2020 Arkansas
135,2022,Arkansas,SEC,interceptionYards,48,2022 Arkansas
136,2005,Arkansas,SEC,thirdDowns,157,2005 Arkansas
138,2019,Arkansas,SEC,fumblesRecovered,15,2019 Arkansas
139,2011,Arkansas,SEC,fourthDownConversions,11,2011 Arkansas
140,2004,Arkansas,SEC,passAttempts,286,2004 Arkansas
141,2006,Arkansas,SEC,turnovers,25,2006 Arkansas
142,2014,Arkansas,SEC,rushingTDs,32,2014 Arkansas
143,2020,Arkansas,SEC,totalYards,3899,2020 Arkansas
144,2019,Arkansas,SEC,fumblesLost,6,2019 Arkansas
145,2016,Arkansas,SEC,tacklesForLoss,60,2016 Arkansas
146,2016,Arkansas,SEC,rushingYards,2135,2016 Arkansas
147,2020,Arkansas,SEC,interceptionTDs,3,2020 Arkansas
148,2016,Arkansas,SEC,fumblesLost,10,2016 Arkansas
149,2006,Arkansas,SEC,kickReturns,3,2006 Arkansas
150,2013,Arkansas,SEC,kickReturnYards,740,2013 Arkansas
151,2018,Arkansas,SEC,fourthDownConversions,5,2018 Arkansas
152,2017,Arkansas,SEC,fourthDowns,18,2017 Arkansas
154,2009,Arkansas,SEC,fourthDownConversions,10,2009 Arkansas
155,2013,Arkansas,SEC,kickReturns,36,2013 Arkansas
156,2010,Arkansas,SEC,rushingTDs,22,2010 Arkansas
158,2021,Arkansas,SEC,possessionTime,23010,2021 Arkansas
159,2016,Arkansas,SEC,fourthDownConversions,10,2016 Arkansas
160,2011,Arkansas,SEC,totalYards,5695,2011 Arkansas
161,2011,Arkansas,SEC,puntReturns,51,2011 Arkansas
162,2015,Arkansas,SEC,thirdDowns,161,2015 Arkansas
163,2008,Arkansas,SEC,turnovers,26,2008 Arkansas
164,2011,Arkansas,SEC,passingTDs,26,2011 Arkansas
165,2017,Arkansas,SEC,rushingYards,2016,2017 Arkansas
167,2005,Arkansas,SEC,passCompletions,150,2005 Arkansas
168,2017,Arkansas,SEC,passAttempts,340,2017 Arkansas
170,2006,Arkansas,SEC,interceptionYards,329,2006 Arkansas
172,2006,Arkansas,SEC,fourthDowns,13,2006 Arkansas
173,2009,Arkansas,SEC,thirdDownConversions,54,2009 Arkansas
175,2022,Arkansas,SEC,possessionTime,10542,2022 Arkansas
177,2009,Arkansas,SEC,passAttempts,439,2009 Arkansas
178,2009,Arkansas,SEC,rushingTDs,23,2009 Arkansas
179,2004,Arkansas,SEC,interceptionYards,99,2004 Arkansas
180,2017,Arkansas,SEC,rushingAttempts,462,2017 Arkansas
181,2018,Arkansas,SEC,fumblesLost,8,2018 Arkansas
182,2015,Arkansas,SEC,passingTDs,31,2015 Arkansas
183,2017,Arkansas,SEC,sacks,19,2017 Arkansas
184,2012,Arkansas,SEC,passAttempts,459,2012 Arkansas
185,2012,Arkansas,SEC,fumblesLost,15,2012 Arkansas
186,2021,Arkansas,SEC,kickReturns,20,2021 Arkansas
187,2010,Arkansas,SEC,turnovers,24,2010 Arkansas
188,2016,Arkansas,SEC,puntReturnYards,143,2016 Arkansas
189,2020,Arkansas,SEC,fumblesRecovered,5,2020 Arkansas
191,2019,Arkansas,SEC,passesIntercepted,6,2019 Arkansas
192,2007,Arkansas,SEC,puntReturnTDs,0,2007 Arkansas
193,2009,Arkansas,SEC,puntReturnTDs,1,2009 Arkansas
194,2014,Arkansas,SEC,firstDowns,288,2014 Arkansas
195,2009,Arkansas,SEC,rushingYards,1713,2009 Arkansas
196,2017,Arkansas,SEC,thirdDownConversions,69,2017 Arkansas
197,2019,Arkansas,SEC,fourthDowns,20,2019 Arkansas
198,2011,Arkansas,SEC,possessionTime,13626,2011 Arkansas
199,2018,Arkansas,SEC,rushingYards,1720,2018 Arkansas
200,2011,Arkansas,SEC,fumblesRecovered,9,2011 Arkansas
202,2005,Arkansas,SEC,interceptionYards,107,2005 Arkansas
203,2010,Arkansas,SEC,penaltyYards,831,2010 Arkansas
204,2004,Arkansas,SEC,passCompletions,162,2004 Arkansas
206,2004,Arkansas,SEC,rushingYards,2061,2004 Arkansas
207,2009,Arkansas,SEC,firstDowns,255,2009 Arkansas
208,2017,Arkansas,SEC,fumblesRecovered,9,2017 Arkansas
209,2018,Arkansas,SEC,penalties,68,2018 Arkansas
210,2019,Arkansas,SEC,passAttempts,407,2019 Arkansas
211,2018,Arkansas,SEC,fourthDowns,14,2018 Arkansas
212,2005,Arkansas,SEC,puntReturnTDs,0,2005 Arkansas
213,2010,Arkansas,SEC,fumblesLost,9,2010 Arkansas
214,2013,Arkansas,SEC,passCompletions,150,2013 Arkansas
217,2022,Arkansas,SEC,sacks,21,2022 Arkansas
218,2014,Arkansas,SEC,interceptions,6,2014 Arkansas
219,2006,Arkansas,SEC,fumblesRecovered,6,2006 Arkansas
220,2020,Arkansas,SEC,thirdDowns,138,2020 Arkansas
221,2018,Arkansas,SEC,thirdDowns,168,2018 Arkansas
222,2010,Arkansas,SEC,passesIntercepted,11,2010 Arkansas
223,2022,Arkansas,SEC,totalYards,2776,2022 Arkansas
224,2022,Arkansas,SEC,tacklesForLoss,35,2022 Arkansas
225,2006,Arkansas,SEC,games,14,2006 Arkansas
226,2009,Arkansas,SEC,passesIntercepted,13,2009 Arkansas
227,2008,Arkansas,SEC,fourthDowns,23,2008 Arkansas
228,2008,Arkansas,SEC,passesIntercepted,11,2008 Arkansas
229,2010,Arkansas,SEC,games,13,2010 Arkansas
232,2010,Arkansas,SEC,puntReturns,39,2010 Arkansas
233,2018,Arkansas,SEC,rushingTDs,11,2018 Arkansas
234,2019,Arkansas,SEC,penalties,61,2019 Arkansas
235,2022,Arkansas,SEC,passesIntercepted,3,2022 Arkansas
238,2004,Arkansas,SEC,fourthDowns,20,2004 Arkansas
239,2004,Arkansas,SEC,puntReturnTDs,1,2004 Arkansas
240,2017,Arkansas,SEC,games,12,2017 Arkansas
241,2010,Arkansas,SEC,thirdDowns,165,2010 Arkansas
242,2015,Arkansas,SEC,kickReturnTDs,0,2015 Arkansas
243,2011,Arkansas,SEC,penaltyYards,593,2011 Arkansas
244,2015,Arkansas,SEC,interceptions,8,2015 Arkansas
245,2008,Arkansas,SEC,rushingAttempts,374,2008 Arkansas
246,2007,Arkansas,SEC,totalYards,5850,2007 Arkansas
247,2014,Arkansas,SEC,passesIntercepted,12,2014 Arkansas
249,2005,Arkansas,SEC,passAttempts,280,2005 Arkansas
251,2009,Arkansas,SEC,interceptionTDs,2,2009 Arkansas
252,2015,Arkansas,SEC,fumblesLost,3,2015 Arkansas
253,2006,Arkansas,SEC,rushingAttempts,539,2006 Arkansas
254,2011,Arkansas,SEC,turnovers,22,2011 Arkansas
255,2010,Arkansas,SEC,interceptionTDs,1,2010 Arkansas
256,2013,Arkansas,SEC,passAttempts,301,2013 Arkansas
257,2013,Arkansas,SEC,interceptionTDs,1,2013 Arkansas
258,2004,Arkansas,SEC,possessionTime,11861,2004 Arkansas
259,2010,Arkansas,SEC,thirdDownConversions,68,2010 Arkansas
260,2004,Arkansas,SEC,totalYards,4377,2004 Arkansas
262,2015,Arkansas,SEC,puntReturnYards,186,2015 Arkansas
264,2008,Arkansas,SEC,passCompletions,245,2008 Arkansas
267,2018,Arkansas,SEC,totalYards,4021,2018 Arkansas
268,2019,Arkansas,SEC,rushingAttempts,376,2019 Arkansas
270,2016,Arkansas,SEC,kickReturnTDs,0,2016 Arkansas
271,2022,Arkansas,SEC,interceptionTDs,0,2022 Arkansas
272,2017,Arkansas,SEC,possessionTime,22617,2017 Arkansas
273,2017,Arkansas,SEC,kickReturns,46,2017 Arkansas
274,2021,Arkansas,SEC,sacks,24,2021 Arkansas
275,2017,Arkansas,SEC,puntReturnYards,51,2017 Arkansas
277,2011,Arkansas,SEC,rushingAttempts,412,2011 Arkansas
278,2015,Arkansas,SEC,fumblesRecovered,7,2015 Arkansas
279,2018,Arkansas,SEC,puntReturnYards,91,2018 Arkansas
280,2012,Arkansas,SEC,fourthDownConversions,6,2012 Arkansas
281,2007,Arkansas,SEC,games,13,2007 Arkansas
282,2009,Arkansas,SEC,puntReturnYards,130,2009 Arkansas
283,2014,Arkansas,SEC,passAttempts,359,2014 Arkansas
284,2007,Arkansas,SEC,interceptionTDs,2,2007 Arkansas
286,2016,Arkansas,SEC,interceptionTDs,4,2016 Arkansas
287,2016,Arkansas,SEC,possessionTime,27088,2016 Arkansas
288,2005,Arkansas,SEC,interceptionTDs,1,2005 Arkansas
289,2014,Arkansas,SEC,interceptionYards,241,2014 Arkansas
290,2017,Arkansas,SEC,turnovers,18,2017 Arkansas
291,2009,Arkansas,SEC,thirdDowns,162,2009 Arkansas
292,2014,Arkansas,SEC,totalYards,5278,2014 Arkansas
293,2021,Arkansas,SEC,thirdDowns,173,2021 Arkansas
294,2010,Arkansas,SEC,interceptions,15,2010 Arkansas
295,2022,Arkansas,SEC,kickReturns,4,2022 Arkansas
296,2020,Arkansas,SEC,games,10,2020 Arkansas
297,2012,Arkansas,SEC,puntReturnYards,124,2012 Arkansas
298,2007,Arkansas,SEC,passesIntercepted,20,2007 Arkansas
299,2005,Arkansas,SEC,fourthDownConversions,11,2005 Arkansas
300,2021,Arkansas,SEC,firstDowns,284,2021 Arkansas
302,2016,Arkansas,SEC,puntReturnTDs,0,2016 Arkansas
303,2007,Arkansas,SEC,turnovers,26,2007 Arkansas
304,2021,Arkansas,SEC,fumblesRecovered,6,2021 Arkansas
306,2015,Arkansas,SEC,rushingAttempts,512,2015 Arkansas
307,2021,Arkansas,SEC,fumblesLost,6,2021 Arkansas
308,2007,Arkansas,SEC,rushingTDs,33,2007 Arkansas
309,2015,Arkansas,SEC,netPassingYards,3486,2015 Arkansas
310,2011,Arkansas,SEC,firstDowns,277,2011 Arkansas
312,2011,Arkansas,SEC,fourthDowns,16,2011 Arkansas
313,2013,Arkansas,SEC,interceptionYards,62,2013 Arkansas
314,2006,Arkansas,SEC,puntReturnYards,242,2006 Arkansas
315,2008,Arkansas,SEC,penalties,79,2008 Arkansas
316,2022,Arkansas,SEC,fumblesLost,5,2022 Arkansas
317,2017,Arkansas,SEC,interceptions,9,2017 Arkansas
318,2009,Arkansas,SEC,fumblesRecovered,17,2009 Arkansas
319,2022,Arkansas,SEC,kickReturnYards,82,2022 Arkansas
320,2016,Arkansas,SEC,firstDowns,288,2016 Arkansas
321,2009,Arkansas,SEC,totalYards,5555,2009 Arkansas
323,2012,Arkansas,SEC,rushingAttempts,367,2012 Arkansas
324,2009,Arkansas,SEC,fourthDowns,20,2009 Arkansas
326,2018,Arkansas,SEC,interceptionTDs,0,2018 Arkansas
327,2019,Arkansas,SEC,possessionTime,20031,2019 Arkansas
328,2011,Arkansas,SEC,kickReturnYards,974,2011 Arkansas
329,2006,Arkansas,SEC,firstDowns,249,2006 Arkansas
330,2020,Arkansas,SEC,netPassingYards,2386,2020 Arkansas
331,2004,Arkansas,SEC,rushingAttempts,467,2004 Arkansas
332,2013,Arkansas,SEC,turnovers,23,2013 Arkansas
333,2021,Arkansas,SEC,passingTDs,22,2021 Arkansas
334,2015,Arkansas,SEC,rushingYards,2565,2015 Arkansas
335,2012,Arkansas,SEC,rushingYards,1424,2012 Arkansas
336,2013,Arkansas,SEC,games,12,2013 Arkansas
337,2007,Arkansas,SEC,firstDowns,273,2007 Arkansas
338,2016,Arkansas,SEC,fourthDowns,18,2016 Arkansas
339,2005,Arkansas,SEC,thirdDownConversions,55,2005 Arkansas
340,2013,Arkansas,SEC,puntReturns,9,2013 Arkansas
341,2007,Arkansas,SEC,rushingYards,3725,2007 Arkansas
342,2015,Arkansas,SEC,interceptionTDs,0,2015 Arkansas
343,2005,Arkansas,SEC,rushingTDs,19,2005 Arkansas
344,2019,Arkansas,SEC,rushingYards,1766,2019 Arkansas
345,2013,Arkansas,SEC,possessionTime,21897,2013 Arkansas
346,2017,Arkansas,SEC,firstDowns,238,2017 Arkansas
348,2019,Arkansas,SEC,netPassingYards,2315,2019 Arkansas
349,2013,Arkansas,SEC,puntReturnYards,67,2013 Arkansas
350,2021,Arkansas,SEC,interceptionYards,97,2021 Arkansas
351,2020,Arkansas,SEC,kickReturnYards,157,2020 Arkansas
352,2014,Arkansas,SEC,thirdDowns,188,2014 Arkansas
353,2015,Arkansas,SEC,passesIntercepted,11,2015 Arkansas
355,2007,Arkansas,SEC,puntReturns,52,2007 Arkansas
356,2019,Arkansas,SEC,penaltyYards,492,2019 Arkansas
357,2022,Arkansas,SEC,puntReturns,9,2022 Arkansas
359,2015,Arkansas,SEC,turnovers,11,2015 Arkansas
360,2022,Arkansas,SEC,turnovers,8,2022 Arkansas
361,2004,Arkansas,SEC,penaltyYards,0,2004 Arkansas
362,2005,Arkansas,SEC,penaltyYards,0,2005 Arkansas
363,2020,Arkansas,SEC,rushingYards,1513,2020 Arkansas
364,2008,Arkansas,SEC,possessionTime,13787,2008 Arkansas
365,2016,Arkansas,SEC,fumblesRecovered,11,2016 Arkansas
366,2004,Arkansas,SEC,games,11,2004 Arkansas
367,2004,Arkansas,SEC,netPassingYards,2429,2004 Arkansas
368,2017,Arkansas,SEC,passingTDs,18,2017 Arkansas
369,2022,Arkansas,SEC,kickReturnTDs,0,2022 Arkansas
370,2008,Arkansas,SEC,interceptionTDs,0,2008 Arkansas
372,2005,Arkansas,SEC,firstDowns,208,2005 Arkansas
373,2014,Arkansas,SEC,kickReturnYards,617,2014 Arkansas
374,2014,Arkansas,SEC,kickReturns,24,2014 Arkansas
375,2019,Arkansas,SEC,firstDowns,219,2019 Arkansas
376,2015,Arkansas,SEC,possessionTime,26824,2015 Arkansas
377,2017,Arkansas,SEC,fumblesLost,9,2017 Arkansas
378,2014,Arkansas,SEC,penalties,68,2014 Arkansas
379,2005,Arkansas,SEC,rushingYards,2386,2005 Arkansas
380,2019,Arkansas,SEC,turnovers,21,2019 Arkansas
381,2014,Arkansas,SEC,fourthDownConversions,12,2014 Arkansas
382,2017,Arkansas,SEC,netPassingYards,2465,2017 Arkansas
383,2021,Arkansas,SEC,puntReturns,25,2021 Arkansas
384,2013,Arkansas,SEC,passingTDs,15,2013 Arkansas
385,2012,Arkansas,SEC,totalYards,5042,2012 Arkansas
386,2017,Arkansas,SEC,passesIntercepted,8,2017 Arkansas
387,2020,Arkansas,SEC,fumblesLost,7,2020 Arkansas
389,2021,Arkansas,SEC,kickReturnTDs,0,2021 Arkansas
390,2008,Arkansas,SEC,fumblesLost,8,2008 Arkansas
393,2021,Arkansas,SEC,puntReturnYards,264,2021 Arkansas
394,2020,Arkansas,SEC,puntReturnYards,18,2020 Arkansas
395,2014,Arkansas,SEC,fumblesLost,11,2014 Arkansas
396,2016,Arkansas,SEC,passAttempts,406,2016 Arkansas
397,2020,Arkansas,SEC,passAttempts,283,2020 Arkansas
398,2007,Arkansas,SEC,thirdDownConversions,84,2007 Arkansas
399,2012,Arkansas,SEC,puntReturnTDs,0,2012 Arkansas
400,2012,Arkansas,SEC,thirdDowns,158,2012 Arkansas
401,2020,Arkansas,SEC,passesIntercepted,13,2020 Arkansas
402,2022,Arkansas,SEC,penalties,42,2022 Arkansas
404,2006,Arkansas,SEC,kickReturnYards,60,2006 Arkansas
405,2012,Arkansas,SEC,puntReturns,22,2012 Arkansas
406,2006,Arkansas,SEC,passCompletions,154,2006 Arkansas
407,2019,Arkansas,SEC,sacks,26,2019 Arkansas
408,2009,Arkansas,SEC,penaltyYards,699,2009 Arkansas
409,2020,Arkansas,SEC,kickReturns,9,2020 Arkansas
410,2004,Arkansas,SEC,interceptions,13,2004 Arkansas
411,2014,Arkansas,SEC,passingTDs,21,2014 Arkansas
412,2022,Arkansas,SEC,passingTDs,10,2022 Arkansas
414,2010,Arkansas,SEC,netPassingYards,4495,2010 Arkansas
415,2012,Arkansas,SEC,kickReturns,31,2012 Arkansas
416,2006,Arkansas,SEC,kickReturnTDs,0,2006 Arkansas
417,2021,Arkansas,SEC,penalties,103,2021 Arkansas
418,2018,Arkansas,SEC,passCompletions,202,2018 Arkansas
419,2008,Arkansas,SEC,puntReturnYards,80,2008 Arkansas
420,2007,Arkansas,SEC,puntReturnYards,161,2007 Arkansas
421,2021,Arkansas,SEC,penaltyYards,820,2021 Arkansas
422,2006,Arkansas,SEC,thirdDownConversions,70,2006 Arkansas
424,2017,Arkansas,SEC,passCompletions,192,2017 Arkansas
425,2020,Arkansas,SEC,fourthDowns,11,2020 Arkansas
426,2022,Arkansas,SEC,firstDowns,142,2022 Arkansas
428,2012,Arkansas,SEC,interceptionYards,34,2012 Arkansas
429,2018,Arkansas,SEC,fumblesRecovered,10,2018 Arkansas
430,2022,Arkansas,SEC,rushingAttempts,295,2022 Arkansas
431,2007,Arkansas,SEC,interceptionYards,300,2007 Arkansas
432,2017,Arkansas,SEC,puntReturnTDs,0,2017 Arkansas
433,2013,Arkansas,SEC,fourthDowns,15,2013 Arkansas
434,2014,Arkansas,SEC,rushingAttempts,557,2014 Arkansas
435,2004,Arkansas,SEC,firstDowns,216,2004 Arkansas
436,2014,Arkansas,SEC,puntReturnYards,206,2014 Arkansas
438,2020,Arkansas,SEC,fourthDownConversions,7,2020 Arkansas
440,2022,Arkansas,SEC,netPassingYards,1373,2022 Arkansas
441,2017,Arkansas,SEC,rushingTDs,24,2017 Arkansas
442,2008,Arkansas,SEC,puntReturnTDs,0,2008 Arkansas
443,2016,Arkansas,SEC,netPassingYards,3434,2016 Arkansas
444,2012,Arkansas,SEC,penaltyYards,528,2012 Arkansas
445,2012,Arkansas,SEC,turnovers,31,2012 Arkansas
447,2016,Arkansas,SEC,interceptions,15,2016 Arkansas
448,2020,Arkansas,SEC,penaltyYards,457,2020 Arkansas
449,2006,Arkansas,SEC,penalties,82,2006 Arkansas
450,2013,Arkansas,SEC,rushingYards,2504,2013 Arkansas
451,2016,Arkansas,SEC,games,13,2016 Arkansas
452,2022,Arkansas,SEC,fumblesRecovered,4,2022 Arkansas
453,2021,Arkansas,SEC,rushingAttempts,588,2021 Arkansas
454,2017,Arkansas,SEC,penaltyYards,505,2017 Arkansas
455,2007,Arkansas,SEC,fourthDownConversions,7,2007 Arkansas
456,2011,Arkansas,SEC,thirdDowns,184,2011 Arkansas
457,2014,Arkansas,SEC,turnovers,17,2014 Arkansas
458,2011,Arkansas,SEC,games,13,2011 Arkansas
459,2015,Arkansas,SEC,kickReturns,38,2015 Arkansas
460,2007,Arkansas,SEC,penalties,82,2007 Arkansas
461,2011,Arkansas,SEC,puntReturnYards,420,2011 Arkansas
462,2018,Arkansas,SEC,passesIntercepted,5,2018 Arkansas
463,2019,Arkansas,SEC,games,12,2019 Arkansas
464,2004,Arkansas,SEC,rushingTDs,16,2004 Arkansas
465,2015,Arkansas,SEC,penalties,55,2015 Arkansas
466,2013,Arkansas,SEC,rushingAttempts,474,2013 Arkansas
467,2012,Arkansas,SEC,interceptions,16,2012 Arkansas
468,2009,Arkansas,SEC,games,13,2009 Arkansas
469,2010,Arkansas,SEC,interceptionYards,98,2010 Arkansas
470,2014,Arkansas,SEC,fumblesRecovered,12,2014 Arkansas
471,2017,Arkansas,SEC,tacklesForLoss,48,2017 Arkansas
472,2010,Arkansas,SEC,rushingYards,1935,2010 Arkansas
473,2018,Arkansas,SEC,tacklesForLoss,68,2018 Arkansas
474,2012,Arkansas,SEC,kickReturnYards,566,2012 Arkansas
475,2005,Arkansas,SEC,turnovers,23,2005 Arkansas
476,2011,Arkansas,SEC,passAttempts,471,2011 Arkansas
477,2009,Arkansas,SEC,kickReturnYards,1283,2009 Arkansas
478,2010,Arkansas,SEC,passCompletions,301,2010 Arkansas
479,2006,Arkansas,SEC,fumblesLost,7,2006 Arkansas
480,2010,Arkansas,SEC,passingTDs,36,2010 Arkansas
481,2014,Arkansas,SEC,penaltyYards,581,2014 Arkansas
482,2010,Arkansas,SEC,kickReturnTDs,0,2010 Arkansas
483,2008,Arkansas,SEC,passAttempts,428,2008 Arkansas
484,2012,Arkansas,SEC,interceptionTDs,0,2012 Arkansas
486,2004,Arkansas,SEC,puntReturns,29,2004 Arkansas
487,2010,Arkansas,SEC,fumblesRecovered,14,2010 Arkansas
488,2021,Arkansas,SEC,turnovers,11,2021 Arkansas
490,2012,Arkansas,SEC,passingTDs,23,2012 Arkansas
492,2006,Arkansas,SEC,thirdDowns,168,2006 Arkansas
493,2005,Arkansas,SEC,netPassingYards,1749,2005 Arkansas
494,2011,Arkansas,SEC,kickReturns,42,2011 Arkansas
495,2018,Arkansas,SEC,kickReturnTDs,0,2018 Arkansas
496,2008,Arkansas,SEC,fumblesRecovered,5,2008 Arkansas
497,2004,Arkansas,SEC,interceptionTDs,1,2004 Arkansas
498,2018,Arkansas,SEC,possessionTime,21398,2018 Arkansas
500,2005,Arkansas,SEC,totalYards,3967,2005 Arkansas
